Pair_ID,Mother_Year,Mother_Zip,Mother_Pct,Daughter_Year,Daughter_Zip,Daughter_Pct
209,1970,94908,51.3,2000,91978,44.2
210,1970,91489,95.0,2000,95480,99.0
211,1970,96005,52.3,2000,92243,25.7
212,1970,91574,62.4,2000,93091,85.3
213,1970,94963,59.2,2000,91888,67.7
214,1970,92428,53.7,2000,95169,69.3
215,1970,91767,36.3,2000,94560,23.0
216,1970,93550,55.7,2000,90974,16.0
217,1970,92310,28.1,2000,95278,44.5
218,1970,94676,37.7,2000,90066,1.0
219,1970,92405,33.3,2000,96093,28.4
220,1970,91443,43.5,2000,92907,71.2
221,1970,94794,83.7,2000,90571,92.0
222,1970,91977,8.4,2000,93893,62.2
223,1970,93974,54.4,2000,90308,84.2
224,1970,92491,13.0,2000,93409,1.0
225,1970,90726,33.5,2000,93743,37.6
226,1970,93804,61.6,2000,90783,63.7
227,1970,94382,43.2,2000,94217,5.5
228,1970,93828,22.6,2000,90766,1.6
229,1970,95988,29.1,2000,93476,17.9
230,1970,94666,54.2,2000,90773,4.9
231,1970,93620,28.9,2000,93858,33.4
232,1970,92888,45.9,2000,93186,42.8
233,1970,96061,42.8,2000,95083,2.9
234,1970,95610,30.3,2000,96106,44.1
235,1970,90498,80.6,2000,90540,99.0
236,1970,93977,53.4,2000,92050,62.6
237,1970,96014,5.5,2000,93284,1.0
238,1970,90705,45.4,2000,94676,64.0
239,1970,95453,30.1,2000,91664,51.0
240,1970,94658,57.3,2000,91048,68.6
241,1970,96095,27.7,2000,93837,9.7
242,1970,94128,39.9,2000,93440,50.4
243,1970,93682,51.1,2000,90506,85.4
244,1970,94139,57.6,2000,93248,45.5
245,1970,91917,20.4,2000,93501,78.0
246,1970,91375,36.0,2000,91911,25.7
247,1970,91846,33.5,2000,90733,37.6
248,1970,94655,30.2,2000,93514,16.2
249,1970,91437,73.8,2000,91572,82.9
250,1970,95039,49.3,2000,94610,7.5
251,1970,95695,19.3,2000,92943,8.5
252,1970,93091,58.5,2000,94457,33.6
253,1970,91371,80.2,2000,92322,87.0
254,1970,91929,60.6,2000,93336,89.7
255,1970,91637,14.7,2000,94623,34.7
256,1970,90092,33.3,2000,94375,1.0
257,1970,91844,64.8,2000,92754,99.0
258,1970,90185,29.3,2000,91373,40.2
259,1970,94824,50.0,2000,96043,33.2
260,1970,95148,55.9,2000,91445,63.3
261,1970,91572,25.3,2000,93377,33.2
262,1970,90832,40.9,2000,90290,27.0
263,1970,94441,5.0,2000,92066,13.5
264,1970,95539,23.6,2000,90064,11.2
265,1970,95316,37.5,2000,93946,30.3
266,1970,92126,19.5,2000,90330,5.1
267,1970,94263,71.4,2000,95990,37.6
268,1970,90264,16.3,2000,94859,23.4
269,1970,95592,34.1,2000,91964,52.6
270,1970,95328,44.4,2000,93089,61.0
271,1970,91287,67.9,2000,92491,92.5
272,1970,91530,16.2,2000,90141,27.9
273,1970,91809,62.9,2000,95428,52.5
274,1970,91878,42.2,2000,94540,67.3
275,1970,91750,24.3,2000,92474,1.0
276,1970,91910,50.3,2000,95595,30.3
277,1970,92624,45.6,2000,93904,24.0
278,1970,95432,31.2,2000,95365,62.5
279,1970,91198,43.3,2000,90450,71.0
280,1970,92479,35.1,2000,91826,51.0
281,1970,94864,44.0,2000,94447,75.1
282,1970,92511,53.9,2000,94695,34.5
283,1970,90101,70.5,2000,94807,82.9
284,1970,93088,19.7,2000,90870,19.8
285,1970,95829,80.4,2000,96080,99.0
286,1970,91920,6.9,2000,95281,7.2
287,1970,92292,39.3,2000,93565,32.6
288,1970,95468,52.6,2000,93660,69.9
289,1970,93321,47.1,2000,93603,73.1
290,1970,90105,30.8,2000,90393,16.8
291,1970,90694,38.3,2000,90842,40.0
292,1970,95787,33.1,2000,92449,9.1
293,1970,95407,31.4,2000,92792,1.0
294,1970,93241,57.3,2000,95415,65.8
295,1970,93492,48.4,2000,92954,67.5
296,1970,95167,29.5,2000,95132,39.6
297,1970,95163,58.2,2000,91359,11.1
298,1970,93393,47.5,2000,90991,41.8
299,1970,94914,56.6,2000,91039,2.5
300,1970,92269,53.3,2000,90028,92.1
301,1970,95633,27.1,2000,90388,2.3
302,1970,93784,31.9,2000,95412,67.8
303,1970,93513,55.5,2000,90833,83.3
304,1970,90890,53.0,2000,90250,33.0
305,1970,95974,41.6,2000,92028,15.6
306,1970,95970,44.1,2000,91529,56.5
307,1970,90790,65.0,2000,94194,46.5
308,1970,94649,31.4,2000,91839,37.3
309,1970,94940,51.8,2000,91361,42.7
310,1970,90659,38.4,2000,95159,1.0
311,1970,91019,38.1,2000,93110,1.0
312,1970,91954,61.8,2000,91324,71.0
313,1970,91191,56.9,2000,92227,45.7
314,1970,93707,56.6,2000,93681,45.7
315,1970,93658,65.5,2000,90892,86.8
316,1970,94847,42.4,2000,95589,76.1
317,1970,92297,54.3,2000,91306,50.6
318,1970,90775,36.4,2000,95284,30.9
319,1970,92812,47.8,2000,94549,64.1
320,1970,91381,39.7,2000,94193,7.9
321,1970,93183,43.7,2000,90262,52.9
322,1970,94788,52.7,2000,92341,70.3
323,1970,94815,27.3,2000,91794,48.2
324,1970,94330,79.7,2000,92297,32.9
325,1970,93098,23.9,2000,92293,7.5
326,1970,91405,20.1,2000,92171,1.0
327,1970,93802,62.8,2000,90325,68.8
328,1970,95102,56.2,2000,90986,72.0
329,1970,91370,53.2,2000,94783,95.3
330,1970,95498,53.3,2000,93853,43.8
331,1970,92065,41.8,2000,91740,32.2
332,1970,92293,25.8,2000,91861,58.9
333,1970,92766,43.4,2000,93138,54.4
334,1970,92818,29.8,2000,93899,66.0
335,1970,90717,59.6,2000,90836,70.4
336,1970,95659,39.4,2000,94155,12.7
337,1970,94041,27.1,2000,92779,1.0
338,1970,91712,36.2,2000,95618,1.0
339,1970,91226,49.4,2000,91397,69.9
340,1970,95368,31.9,2000,91677,66.0
341,1970,90009,27.2,2000,94332,78.4
342,1970,90598,46.4,2000,94314,71.5
343,1970,94119,46.4,2000,95647,79.8
344,1970,96087,32.9,2000,91838,21.2
345,1970,91609,33.5,2000,93722,6.9
346,1970,93032,46.2,2000,95526,71.5
347,1970,95201,15.9,2000,93673,30.1
348,1970,93668,16.7,2000,93023,22.8
349,1970,92247,29.1,2000,94685,42.4
350,1970,93627,38.2,2000,91672,49.9
351,1970,94072,47.6,2000,90917,84.2
352,1970,92823,68.6,2000,95589,99.0
353,1970,90092,57.4,2000,90918,74.9
354,1970,90851,39.1,2000,91134,64.4
355,1970,96079,41.7,2000,91837,58.3
356,1970,91108,24.0,2000,92139,15.4
357,1970,90300,41.7,2000,94008,64.6
358,1970,92344,36.8,2000,91906,4.0
359,1970,91478,47.8,2000,93990,78.4
360,1970,95401,27.1,2000,93486,1.0
361,1970,95097,51.3,2000,94798,62.1
362,1970,91083,69.6,2000,92121,51.0
363,1970,92957,40.0,2000,92733,57.7
364,1970,92919,49.2,2000,92770,51.7
365,1970,91366,54.4,2000,91322,16.5
366,1970,92801,34.8,2000,93717,49.0
367,1970,93537,46.0,2000,93355,34.4
368,1970,93952,42.2,2000,91529,68.4
369,1970,92110,43.8,2000,95318,47.1
370,1970,90776,28.1,2000,95152,41.7
371,1970,91453,42.4,2000,94744,21.0
372,1970,91682,51.0,2000,90760,39.0
373,1970,95848,68.1,2000,93413,59.6
374,1970,92304,59.3,2000,91358,84.8
375,1970,91852,80.8,2000,92191,99.0
376,1970,91898,28.2,2000,95866,10.7
377,1970,95826,57.7,2000,93482,88.9
378,1970,93419,45.3,2000,90949,1.0
379,1970,93598,81.4,2000,92080,53.8
380,1970,91328,27.5,2000,91767,6.0
381,1970,90615,26.9,2000,90028,1.0
382,1970,90245,31.2,2000,92471,1.0
383,1970,90757,5.0,2000,92539,19.0
384,1970,90824,32.5,2000,90160,30.3
385,1970,92828,28.3,2000,92893,41.5
386,1970,93808,44.7,2000,95327,65.9
387,1970,92780,48.2,2000,94114,58.4
388,1970,91847,75.8,2000,95223,96.1
389,1970,95532,59.1,2000,93723,60.6
390,1970,91241,31.6,2000,93732,4.2
391,1970,94612,25.8,2000,92472,56.5
392,1970,90474,50.9,2000,95000,38.9
393,1970,94132,18.2,2000,94851,1.0
394,1970,93250,75.0,2000,91571,73.7
395,1970,95507,63.2,2000,90837,42.9
396,1970,91793,33.6,2000,94990,26.1
397,1970,91735,11.2,2000,93939,23.4
398,1970,94926,66.4,2000,92287,78.7
399,1970,95189,39.9,2000,93406,20.0
400,1970,93943,64.3,2000,92671,55.0
401,1970,95282,13.3,2000,95528,44.4
402,1970,95859,31.2,2000,94113,47.4
403,1970,90945,42.1,2000,94748,99.0
404,1970,91512,42.8,2000,95776,76.7
405,1970,94082,33.9,2000,94356,66.9
406,1970,94527,53.2,2000,95849,20.6
407,1970,96119,22.8,2000,91628,45.9
408,1970,90859,39.4,2000,96144,41.4
409,1970,93561,44.2,2000,91867,33.2
410,1970,90230,51.3,2000,90205,58.9
411,1970,92418,54.8,2000,93580,82.6
412,1970,90178,21.8,2000,95273,38.1
413,1970,93929,14.4,2000,93175,1.0
414,1970,95530,65.0,2000,90792,87.6
415,1970,92616,48.0,2000,94093,34.8
416,1970,91614,28.5,2000,95237,37.5
417,1970,92841,69.9,2000,93748,65.4
418,1970,95860,44.1,2000,91106,41.8
419,1970,92948,63.2,2000,95954,86.4
420,1970,91775,43.2,2000,91091,19.6
421,1970,95071,79.1,2000,91608,99.0
422,1970,93872,73.6,2000,91840,29.8
423,1970,90082,37.5,2000,95075,25.4
424,1970,90846,59.5,2000,93398,72.4
425,1970,92810,53.6,2000,90067,72.1
426,1970,91217,66.6,2000,94780,67.4
427,1970,94714,24.6,2000,91279,26.5
428,1970,93261,54.3,2000,94159,68.3
429,1970,93146,61.1,2000,90814,58.4
430,1970,92264,10.3,2000,90403,49.7
431,1970,92338,20.7,2000,92003,45.8
432,1970,90445,5.3,2000,95449,31.2
433,1970,90923,37.2,2000,94167,15.5
434,1970,94289,54.9,2000,92926,56.2
435,1970,95759,69.0,2000,92994,64.6
436,1970,94385,43.3,2000,91087,20.6
437,1970,92631,71.3,2000,94341,84.0
438,1970,91168,17.2,2000,92567,6.6
439,1970,93964,11.3,2000,94489,31.6
440,1970,95527,41.0,2000,90772,16.6
441,1970,95931,48.9,2000,93673,96.7
442,1970,93442,41.4,2000,93249,21.5
443,1970,93513,5.0,2000,91670,14.0
444,1970,96067,40.4,2000,95714,64.2
445,1970,90896,18.5,2000,91557,7.1
446,1970,95016,54.1,2000,92959,79.5
447,1970,93723,48.6,2000,91152,20.1
448,1970,96131,25.1,2000,95315,66.0
449,1970,95649,32.8,2000,91218,36.5
450,1970,95797,22.9,2000,92232,10.8
451,1970,92061,40.9,2000,94343,36.5
452,1970,95822,59.2,2000,93945,83.5
453,1970,93035,24.3,2000,92043,12.5
454,1970,92388,51.1,2000,90706,35.0
455,1970,91898,32.5,2000,92670,30.1
456,1970,91800,27.7,2000,92114,1.0
457,1970,94408,40.1,2000,92978,90.5
458,1970,92781,23.4,2000,94350,12.0
459,1970,91128,32.0,2000,94379,56.9
460,1970,90339,20.4,2000,90423,29.2
461,1970,94455,77.4,2000,92022,55.2
462,1970,91173,42.6,2000,93794,45.8
463,1970,92809,29.4,2000,94132,53.0
464,1970,94864,45.9,2000,90531,44.3
465,1970,93030,40.0,2000,90091,74.2
466,1970,92090,38.0,2000,93373,67.8
467,1970,94298,53.1,2000,96037,80.2
468,1970,93018,55.6,2000,91943,47.1
469,1970,95789,32.5,2000,93806,7.8
470,1970,94560,31.6,2000,91241,19.1
471,1970,90449,37.0,2000,91759,45.5
472,1970,95009,5.0,2000,90098,22.5
473,1970,94894,14.7,2000,91480,1.0
474,1970,90794,66.6,2000,94627,69.7
475,1970,90437,71.6,2000,91833,79.0
476,1970,96013,37.5,2000,92586,33.7
477,1970,95870,52.4,2000,95148,89.1
478,1970,94627,47.6,2000,93648,61.9
479,1970,94661,95.0,2000,95444,99.0
480,1970,91621,62.2,2000,90080,59.9
481,1970,95393,39.7,2000,95578,67.3
482,1970,93502,24.8,2000,94710,70.5
483,1970,92920,13.1,2000,92224,50.4
484,1970,94309,45.7,2000,92570,20.7
485,1970,90949,28.4,2000,91773,25.2
486,1970,93945,16.4,2000,95577,10.8
487,1970,91128,30.4,2000,94519,46.4
488,1970,90192,22.5,2000,91124,43.6
489,1970,94013,72.4,2000,96131,54.0
490,1970,93761,57.9,2000,93812,63.0
491,1970,93731,41.9,2000,93475,1.0
492,1970,91404,68.6,2000,92624,99.0
493,1970,91991,43.4,2000,91404,33.5
494,1970,91105,26.5,2000,92579,31.3
495,1970,94801,69.4,2000,90332,64.7
496,1970,90549,51.7,2000,94749,84.7
497,1970,93449,23.3,2000,93609,1.0
498,1970,91862,38.6,2000,90740,41.5
499,1970,94250,26.2,2000,95209,26.8
500,1970,95762,17.1,2000,95724,8.7
501,1970,90571,58.7,2000,94607,99.0
502,1970,91785,76.4,2000,90042,56.7
503,1970,92288,16.8,2000,94981,40.1
504,1970,92422,52.1,2000,93879,64.7
505,1970,93973,30.3,2000,91950,66.3
506,1970,90805,33.2,2000,93461,19.3
507,1970,90799,31.3,2000,92129,15.7
508,1970,93276,26.4,2000,94498,58.2
509,1970,90611,42.9,2000,92155,57.2
510,1970,91807,27.0,2000,95231,1.0
511,1970,94239,46.9,2000,91238,36.2
512,1970,93261,41.1,2000,91767,54.4
513,1970,94368,37.7,2000,91842,62.7
514,1970,95652,25.7,2000,90506,11.4
515,1970,93372,31.6,2000,95241,1.0
516,1970,92474,55.6,2000,91842,72.5
517,1970,92094,51.0,2000,94816,22.8
518,1970,92143,24.4,2000,91395,1.0
519,1970,94002,43.8,2000,90257,1.0
520,1970,93081,55.5,2000,91721,79.9
521,1970,94555,12.0,2000,95918,18.6
522,1970,95835,51.8,2000,95050,49.3
523,1970,91433,30.1,2000,91072,69.4
524,1970,92518,52.3,2000,91623,72.1
525,1970,92858,28.3,2000,94993,73.4
526,1970,90506,9.5,2000,92067,1.0
527,1970,95806,12.7,2000,91070,15.1
528,1970,91097,42.9,2000,90451,4.4
529,1970,94180,46.7,2000,90898,44.1
530,1970,94155,25.7,2000,95176,22.6
531,1970,91045,53.5,2000,94837,73.1
532,1970,95578,12.1,2000,93729,16.6
533,1970,92205,40.8,2000,90082,60.3
534,1970,93903,20.2,2000,90737,41.7
535,1970,91353,30.3,2000,94175,89.4
536,1970,91597,42.9,2000,95782,38.0
537,1970,90576,26.5,2000,93945,5.5
538,1970,90680,35.1,2000,95431,44.8
539,1970,94299,60.1,2000,95093,42.7
540,1970,93713,31.6,2000,92208,73.3
541,1970,93829,57.0,2000,95436,53.0
542,1970,91130,21.7,2000,93949,10.4
543,1970,93905,51.5,2000,92003,42.7
544,1970,93194,67.9,2000,91692,89.9
545,1970,90318,5.0,2000,91180,4.3
546,1970,95302,27.7,2000,92936,14.4
547,1970,95735,52.4,2000,95834,98.8
548,1970,95893,38.3,2000,92516,19.5
549,1970,93697,48.7,2000,94949,52.9
550,1970,94502,31.1,2000,90462,51.4
551,1970,92997,43.6,2000,92902,4.7
552,1970,93595,39.2,2000,90117,55.0
553,1970,93210,63.0,2000,95786,39.0
554,1970,92543,46.6,2000,91655,71.2
555,1970,90679,48.1,2000,95831,26.5
556,1970,95367,34.6,2000,96033,55.9
557,1970,91890,33.2,2000,94562,65.2
558,1970,95644,34.2,2000,91799,59.9
559,1970,91644,49.1,2000,90660,58.9
560,1970,95456,34.4,2000,93238,31.8
561,1970,95542,47.2,2000,92123,35.6
562,1970,90835,79.4,2000,93820,99.0
563,1970,92242,57.7,2000,93344,42.9
564,1970,92356,36.1,2000,95811,12.6
565,1970,91669,63.6,2000,92551,84.2
566,1970,96027,34.7,2000,94891,17.4
567,1970,92554,5.3,2000,91587,1.0
568,1970,90281,23.9,2000,94683,1.0
569,1970,95910,8.3,2000,92748,1.0
570,1970,95029,35.7,2000,90635,36.9
571,1970,92763,42.3,2000,95371,52.0
572,1970,94704,72.2,2000,92883,99.0
573,1970,94579,47.9,2000,95250,64.9
574,1970,91247,38.1,2000,92812,36.5
575,1970,91773,56.9,2000,94454,55.1
576,1970,92165,5.0,2000,94016,21.5
577,1970,90192,46.2,2000,92740,82.5
578,1970,92836,55.9,2000,95528,62.5
579,1970,92666,15.4,2000,91885,6.6
580,1970,96114,62.6,2000,91519,40.2
581,1970,92564,48.1,2000,90622,14.0
582,1970,90307,34.5,2000,94578,55.1
583,1970,90532,53.4,2000,95076,71.7
584,1970,94218,82.9,2000,95970,99.0
585,1970,92697,45.3,2000,95074,45.3
586,1970,94688,46.5,2000,91538,86.2
587,1970,95572,33.7,2000,92338,24.5
588,1970,90059,26.7,2000,95417,54.8
589,1970,91574,56.9,2000,95801,59.3
590,1970,91141,26.6,2000,91995,14.2
591,1970,91811,43.3,2000,92071,62.0
592,1970,95902,33.4,2000,94902,47.3
593,1970,93199,50.6,2000,94931,63.2
594,1970,93477,48.0,2000,92366,53.4
595,1970,94495,60.7,2000,95004,63.0
596,1970,92563,32.8,2000,92846,98.0
597,1970,92853,37.1,2000,93039,71.1
598,1970,90942,24.4,2000,90855,46.4
599,1970,94624,34.0,2000,92729,40.2
600,1970,91775,48.8,2000,90916,78.2
601,1970,91422,55.6,2000,94939,72.4
602,1970,95766,25.4,2000,90132,29.4
603,1970,95647,57.7,2000,91117,53.1
604,1970,90436,66.4,2000,93594,67.6
605,1970,90840,49.4,2000,90861,1.0
606,1970,94002,75.8,2000,90294,84.6
607,1970,94456,28.1,2000,92689,18.8
608,1970,95249,19.6,2000,91000,64.2
609,1970,94960,10.0,2000,92297,13.8
610,1970,92682,68.9,2000,93686,41.5
611,1970,91651,53.8,2000,95357,55.8
612,1970,95829,41.0,2000,90287,17.3
613,1970,91246,47.0,2000,90450,62.6
614,1970,92262,21.7,2000,92339,32.6
615,1970,90916,86.0,2000,93241,99.0
616,1970,92640,44.3,2000,92704,27.2
617,1970,95895,44.0,2000,95304,48.2
618,1970,93890,55.1,2000,93117,23.1
619,1970,94482,50.7,2000,95875,72.2
620,1970,91327,46.0,2000,96066,62.8
621,1970,95902,27.8,2000,94572,43.9
622,1970,93359,50.5,2000,90253,53.9
623,1970,91586,75.9,2000,91420,90.0
624,1970,95309,66.2,2000,92337,99.0
625,1970,93369,70.7,2000,91236,66.6
626,1970,95646,32.8,2000,91000,39.7
627,1970,90389,24.2,2000,93761,1.0
628,1970,92792,39.7,2000,94117,20.6
629,1970,93333,43.0,2000,94412,48.9
630,1970,90704,61.7,2000,92612,93.6
631,1970,95835,11.5,2000,95558,8.2
